epc,antennaIndex,frequency,time,RSSI,phase,dopplerShift,velocity,x,y,z,angle
100000000000000000000001,1,920625000,0,-53,2.64458287831485,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.09895213893187,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.00093284220863,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.17825271879761,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-60,3.62019465941011,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-51.5,2.6813984172241,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.64442740461341,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.69980618667873,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.64458287831485,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.11122398523496,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-60,3.73677719928942,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.19666048825224,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-57,6.0254765348148,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.68124294352266,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.69351478982575,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.0744084463257,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.16046684414874,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.15984494934298,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.68155389092554,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.63231103201176,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.65685472461793,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.63231103201176,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.18438864194915,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.62019465941011,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.00706876536017,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.08054436947724,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.69980618667873,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-58,1.66897109721958,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.65056332776495,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-51.5,2.69367026352719,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.58935956995096,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.18438864194915,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-60,3.59565096680394,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.08668029262879,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.03161245796634,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.65669925091649,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-60,3.57724319734932,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.69367026352719,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.20279641140378,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51.5,5.08054436947724,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.6384469551633,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.00706876536017,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.03161245796634,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-51.5,2.6813984172241,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.60776733940559,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.70578663612883,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.08668029262879,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.18438864194915,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.5895150436524,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.19666048825224,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.65669925091649,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.66928204462245,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,5.95184545699629,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.65071880146639,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.67526249407256,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.0744084463257,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.6384469551633,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.62019465941011,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.18438864194915,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.06213660002262,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,5.97025322645092,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.68753434037564,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.62601963515878,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.62019465941011,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.1905245651007,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.05615615057251,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-58,1.67510702037112,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.0744084463257,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-51.5,2.68753434037564,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.61390326255713,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.09281621578033,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.20279641140378,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.62003918570868,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.66283517406803,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.04388430426943,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.62633058256166,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-51.5,2.69367026352719,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-57,6.00093284220863,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.60163141625405,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-59.5,3.56497135104623,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.20893233455532,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.7243498792849,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51,5.06213660002262,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.63829148146186,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000001,1,920625000,0,-53,2.5954954931025,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000000,1,920625000,0,-60,3.60178688995549,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-57,6.01934061166326,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.18438864194915,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000003,1,920625000,0,-51.5,5.0744084463257,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000002,1,920625000,0,-52,2.71821395613336,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.68737886667421,0,0,1.00006396484375,1.63,0,-5400.240234375
E200001738100110162071E7,1,920625000,0,-57.5,1.66897109721958,0,0,1.00006396484375,1.63,0,-5400.240234375
000000000000000000005005,1,920625000,0,-56.5,6.03161245796634,0,0,1.00006396484375,1.63,0,-5400.240234375
100000000000000000000004,1,920625000,0,-43.5,2.16598087249453,0,0,1.00006396484375,1.63,0,-5400.240234375
